,situacao-habitacional,distrito,concelho,area-util,tipo-casa,tipologia,ano_nascimento_interval,nacionalidade_pt,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,rendimento-liquido-anual-conjunto-na-compra,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca
294,['comprei'],porto,porto,101-200,['apartamento'],['T4+'],"[1960, 1965)",portuguesa,>80001,1,0,['desempregada'],licenciatura,['muito-satisfeito'],,,,,,,170000.0,1995.0,raiz,['sem-ajuda'],35001-50000,,,,,
295,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],50,600.0,2020.0,12001-20000,['apoio-familiar-inicio'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
296,['comprei'],porto,porto,101-200,['apartamento'],['T4+'],"[1955, 1960)",portuguesa,>80001,1,0,['aposentado'],estudo-superior,['muito-satisfeito'],,,,,,,190000.0,1996.0,raiz,['emprestimo'],35001-50000,,,,,
297,['comprei'],setúbal,setúbal,101-200,['apartamento'],['T3'],"[1985, 1990)",portuguesa,>80001,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['vivo-longe'],248000.0,2022.0,recem-construido,"['emprestimo', 'conjunto']",50001-80000,>80001,,,,
298,['comprei'],lisboa,cascais,101-200,['moradia'],['T3'],"[1965, 1970)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],estudo-superior,['muito-satisfeito'],,,,,,,362500.0,1999.0,raiz,"['emprestimo', 'apoio-familiar']",35001-50000,,,,,
299,['comprei'],lisboa,lisboa,101-200,['apartamento'],['T3'],"[1980, 1985)",portuguesa,20001-35000,2,2,['empregado-tempo-inteiro'],secundario,['muito-satisfeito'],,,,,,,262000.0,2016.0,medio,['emprestimo'],35001-50000,,,,,
300,['herdei'],porto,porto,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,2021.0,20001-35000,sem-rendimento,bom
301,['arrendo'],lisboa,amadora,41-60,['apartamento'],['T2'],"[1980, 1985)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],100,535.0,2013.0,12001-20000,['apoio-familiar-inicio'],"['quero-independecia', 'vivo-zona-insegura', 'dificuldades-financeiras', 'falta-espaco']",,,,,,,,,,
302,['outrem'],porto,matosinhos,201-400,['apartamento'],['T4+'],"[1975, 1980)",portuguesa,20001-35000,1,2,['empregado-tempo-inteiro'],estudo-superior,['satisfeito'],,,,,,['outro'],,,,,,,,,,
303,['arrendo'],porto,porto,21-40,['apartamento'],['T0'],"[1990, 1995)",nao_portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],100,850.0,2023.0,20001-35000,['apoio-familiar-inicio'],['dificuldades-financeiras'],,,,,,,,,,
304,['arrendo'],porto,porto,81-100,['apartamento'],['T3'],"[1995, 2000)",nao_portuguesa,35001-50000,0,1,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],100,1000.0,2024.0,35001-50000,['sem-ajuda'],,,,,,,,,,,
305,['arrendo'],porto,maia,101-200,['apartamento'],['T2'],"[1980, 1985)",portuguesa,20001-35000,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],100,550.0,2015.0,20001-35000,['sem-ajuda'],['vivo-longe'],,,,,,,,,,
306,['comprei'],lisboa,sintra,101-200,['apartamento'],['T3'],"[1965, 1970)",portuguesa,35001-50000,2,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['outro'],120000.0,2006.0,raiz,['emprestimo'],20001-35000,,,,,
307,['comprei'],lisboa,lisboa,101-200,['moradia'],['T4+'],"[1950, 1955)",portuguesa,20001-35000,0,1,['aposentado'],licenciatura,['muito-satisfeito'],,,,,,,350000.0,1985.0,medio,['apoio-familiar'],20001-35000,,,,,
308,['comprei'],porto,matosinhos,101-200,['apartamento'],['T3'],"[1970, 1975)",portuguesa,<7001,1,1,"['empregado-tempo-parcial', 'independente']",licenciatura,['muito-satisfeito'],,,,,,,260000.0,2010.0,recem-construido,"['conjunto', 'emprestimo', 'trabalho-estrangeiro']",20001-35000,35001-50000,,,,
309,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1995, 2000)",portuguesa,7001-12000,1,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],50,392.0,2023.0,7001-12000,"['sem-ajuda', 'apoio-familiar-actualmente']","['pago-demasiado', 'habitacao-mau-estado', 'quero-independecia']",,,,,,,,,,
310,['comprei'],porto,valongo,101-200,['moradia'],['T4+'],"[1965, 1970)",portuguesa,35001-50000,3,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,['outro'],150000.0,1998.0,raiz,['outra'],20001-35000,,,,,
311,['outrem'],faro,faro,81-100,['apartamento'],['T2'],"[1980, 1985)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],doutoramento,['muito-insatisfeito'],,,,,,"['falta-espaco', 'financeiramente-dependente', 'quero-independecia']",,,,,,,,,,
312,['arrendo'],braga,braga,81-100,['apartamento'],['T3'],"[1995, 2000)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],50,256.0,2022.0,12001-20000,['apoio-social'],['outro'],,,,,,,,,,
313,['arrendo'],porto,porto,61-80,['apartamento'],['T3'],"[1995, 2000)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],50,300.0,2023.0,20001-35000,['sem-ajuda'],,,,,,,,,,,
314,['comprei'],porto,vila nova de gaia,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,"['falta-espaco', 'pago-demasiado']",185000.0,2023.0,recem-construido,"['apoio-familiar', 'emprestimo']",20001-35000,,,,,
315,['outrem'],porto,vila nova de gaia,21-40,['moradia'],['T1'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,"['vivo-longe', 'falta-espaco', 'outro']",,,,,,,,,,
316,['outrem'],porto,matosinhos,101-200,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
317,['arrendo'],porto,porto,<20,['apartamento'],['T0'],"[1995, 2000)",nao_portuguesa,7001-12000,1,0,['empregado-tempo-inteiro'],estudo-superior,['muito-insatisfeito'],50,350.0,2023.0,<7001,['apoio-familiar-inicio'],"['falta-espaco', 'pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
318,['outrem'],porto,valongo,41-60,['moradia'],['T4+'],"[1980, 1985)",portuguesa,12001-20000,2,0,['outro'],mestrado,['satisfeito'],,,,,,"['vivo-longe', 'habitacao-mau-estado']",,,,,,,,,,
319,['comprei'],lisboa,lisboa,41-60,['apartamento'],['T2'],"[1990, 1995)",portuguesa,50001-80000,1,0,['contrato-temporario'],mestrado,['satisfeito'],,,,,,"['falta-espaco', 'vivo-longe-de-transportes']",367000.0,2022.0,recem-construido,['emprestimo'],50001-80000,,,,,
320,['comprei'],braga,braga,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,200000.0,2022.0,execelente,"['apoio-familiar', 'emprestimo', 'conjunto']",20001-35000,35001-50000,,,,
321,['herdei'],porto,porto,81-100,['apartamento'],['T1'],"[1995, 2000)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,2016.0,sem-rendimento,50001-80000,recem-construido
322,['comprei'],braga,guimarães,201-400,['moradia'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,320000.0,2022.0,recem-construido,['emprestimo'],20001-35000,,,,,
323,['arrendo'],lisboa,amadora,41-60,['apartamento'],['T1'],"[1990, 1995)",portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],doutoramento,['satisfeito'],100,650.0,2022.0,12001-20000,"['apoio-social', 'apoio-familiar-actualmente']",['pago-demasiado'],,,,,,,,,,
324,['arrendo'],porto,porto,41-60,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",mestrado,['indiferente'],50,340.0,2023.0,20001-35000,['sem-ajuda'],"['pago-demasiado', 'outro']",,,,,,,,,,
325,['outrem'],lisboa,sintra,61-80,['apartamento'],['T2'],"[1995, 2000)",portuguesa,12001-20000,1,0,"['estudante-tempo-parcial', 'empregado-tempo-inteiro']",mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
326,['comprei'],lisboa,lisboa,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,1,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,360000.0,2023.0,mau,"['sem-ajuda', 'conjunto', 'apoio-familiar']",20001-35000,35001-50000,,,,
327,['comprei'],lisboa,vila franca de xira,81-100,['apartamento'],['T2'],"[1995, 2000)",portuguesa,20001-35000,1,0,"['empregado-tempo-inteiro', 'independente']",mestrado,['satisfeito'],,,,,,['pago-demasiado'],234500.0,2024.0,bom,"['emprestimo', 'conjunto']",20001-35000,35001-50000,,,,
328,['comprei'],porto,santo tirso,101-200,['moradia'],['T3'],"[1960, 1965)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,150000.0,1998.0,raiz,['emprestimo'],12001-20000,,,,,
329,['arrendo'],porto,porto,61-80,['apartamento'],['T1'],"[1985, 1990)",portuguesa,<7001,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],100,550.0,2018.0,<7001,"['sem-ajuda', 'apoio-social']",['pago-demasiado'],,,,,,,,,,
330,['outrem'],porto,porto,201-400,['moradia'],['T4+'],"[1995, 2000)",portuguesa,12001-20000,1,0,"['contrato-temporario', 'empregado-tempo-inteiro']",mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
331,['arrendo'],lisboa,cascais,<20,['apartamento'],['T0'],"[1990, 1995)",portuguesa,20001-35000,1,0,"['estudante-tempo-parcial', 'empregado-tempo-inteiro']",mestrado,['insatisfeito'],100,550.0,2021.0,12001-20000,['sem-ajuda'],"['vivo-longe', 'falta-espaco']",,,,,,,,,,
332,['comprei'],lisboa,mafra,101-200,['moradia'],['T3'],"[1960, 1965)",portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],doutoramento,['muito-satisfeito'],,,,,,,385000.0,2019.0,raiz,['sem-ajuda'],35001-50000,,,,,
333,['outrem'],porto,gondomar,101-200,['apartamento'],['T3'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['outro'],,,,,,,,,,
334,['comprei'],porto,vila nova de gaia,101-200,['apartamento'],['T2'],"[1975, 1980)",portuguesa,12001-20000,1,2,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['falta-espaco'],137000.0,2008.0,raiz,['emprestimo'],12001-20000,,,,,
335,['arrendo'],lisboa,lisboa,41-60,['apartamento'],['T1'],"[1975, 1980)",portuguesa,50001-80000,0,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],100,685.0,2021.0,35001-50000,['sem-ajuda'],"['falta-espaco', 'outro']",,,,,,,,,,
336,['comprei'],lisboa,lisboa,101-200,['apartamento'],['T3'],"[1975, 1980)",portuguesa,>80001,1,2,['outro'],licenciatura,['muito-satisfeito'],,,,,,,330.0,2019.0,execelente,['emprestimo'],>80001,,,,,
337,['arrendo'],porto,porto,81-100,['apartamento'],['T3'],"[1995, 2000)",portuguesa,20001-35000,3,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],35,350.0,2024.0,20001-35000,['sem-ajuda'],"['pago-demasiado', 'vivo-longe']",,,,,,,,,,
338,['outrem'],porto,gondomar,101-200,['moradia'],['T4+'],"[1990, 1995)",portuguesa,20001-35000,3,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,"['vivo-longe-de-transportes', 'quero-independecia']",,,,,,,,,,
339,['outrem'],vila real,vila real,101-200,['moradia'],['T4+'],"[1985, 1990)",portuguesa,<7001,1,0,['independente'],mestrado,['satisfeito'],,,,,,"['habitacao-mau-estado', 'financeiramente-dependente', 'dificuldades-financeiras']",,,,,,,,,,
340,['arrendo'],porto,porto,41-60,['apartamento'],['T2'],"[1985, 1990)",nao_portuguesa,7001-12000,1,0,"['desempregada', 'estudante-tempo-parcial', 'independente']",mestrado,['insatisfeito'],50,425.0,2020.0,7001-12000,"['apoio-familiar-inicio', 'apoio-familiar-actualmente']","['falta-espaco', 'pago-demasiado', 'financeiramente-dependente', 'habitacao-mau-estado', 'dificuldades-financeiras']",,,,,,,,,,
341,['arrendo'],braga,braga,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],doutoramento,['insatisfeito'],50,450.0,2023.0,20001-35000,['sem-ajuda'],"['pago-demasiado', 'outro']",,,,,,,,,,
342,['herdei'],lisboa,sintra,81-100,['apartamento'],['T2'],"[1990, 1995)",portuguesa,<7001,1,0,['desempregada'],licenciatura,['muito-insatisfeito'],,,,,,['outro'],,,,,,,2014.0,sem-rendimento,7001-12000,mau
343,['comprei'],porto,porto,61-80,['apartamento'],['T1'],"[1980, 1985)",portuguesa,35001-50000,1,1,"['empregado-tempo-inteiro', 'estudante-tempo-parcial']",doutoramento,['muito-insatisfeito'],,,,,,['falta-espaco'],85000.0,2009.0,raiz,['emprestimo'],7001-12000,,,,,
344,['arrendo'],porto,maia,61-80,['apartamento'],['T1'],"[1985, 1990)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],estudo-superior,['insatisfeito'],100,520.0,2020.0,20001-35000,['sem-ajuda'],['falta-espaco'],,,,,,,,,,
345,['outrem'],aveiro,aveiro,81-100,['apartamento'],['T2'],"[1985, 1990)",portuguesa,20001-35000,1,2,"['empregado-tempo-inteiro', 'independente']",mestrado,['insatisfeito'],,,,,,"['falta-espaco', 'financeiramente-dependente']",,,,,,,,,,
346,['comprei'],porto,matosinhos,81-100,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",mestrado,['insatisfeito'],,,,,,"['habitacao-mau-estado', 'pago-demasiado', 'falta-espaco', 'vivo-longe-de-transportes', 'vivo-longe', 'dificuldades-financeiras']",125000.0,2020.0,medio,"['emprestimo', 'apoio-familiar']",12001-20000,,,,,
347,['comprei'],aveiro,mealhada,101-200,['apartamento'],['T3'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['outro'],174500.0,2024.0,execelente,['emprestimo'],12001-20000,,,,,
348,['outrem'],porto,matosinhos,81-100,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,"['falta-espaco', 'habitacao-mau-estado', 'financeiramente-dependente']",,,,,,,,,,
349,['comprei'],lisboa,loures,101-200,['moradia'],['T3'],"[1980, 1985)",portuguesa,>80001,2,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['habitacao-mau-estado'],220000.0,2018.0,raiz,"['emprestimo', 'apoio-familiar', 'conjunto']",35001-50000,50001-80000,,,,
350,['comprei'],porto,vila nova de gaia,61-80,['apartamento'],['T2'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],doutoramento,['indiferente'],,,,,,['habitacao-mau-estado'],125000.0,2020.0,medio,['emprestimo'],12001-20000,,,,,
351,['arrendo'],setúbal,sines,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],doutoramento,['indiferente'],100,925.0,2022.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
352,['arrendo'],setúbal,barreiro,61-80,['apartamento'],['T2'],"[1980, 1985)",portuguesa,35001-50000,1,0,"['empregado-tempo-inteiro', 'independente']",licenciatura,['satisfeito'],100,700.0,2022.0,35001-50000,['sem-ajuda'],['vivo-longe'],,,,,,,,,,
353,['comprei'],porto,paredes,201-400,['moradia'],['T4+'],"[1985, 1990)",portuguesa,12001-20000,1,1,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,260000.0,2022.0,bom,"['emprestimo', 'apoio-familiar', 'conjunto']",12001-20000,35001-50000,,,,
354,['outrem'],vila real,vila real,101-200,['apartamento'],['T3'],"[1980, 1985)",portuguesa,7001-12000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['outro'],,,,,,,,,,
355,['arrendo'],vila real,vila real,41-60,['apartamento'],['T2'],"[1985, 1990)",portuguesa,35001-50000,1,0,"['empregado-tempo-inteiro', 'independente']",mestrado,['muito-insatisfeito'],100,400.0,2020.0,20001-35000,['sem-ajuda'],['falta-espaco'],,,,,,,,,,
356,['outrem'],porto,vila nova de gaia,61-80,['moradia'],['T3'],"[1995, 2000)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
357,['comprei'],lisboa,lisboa,101-200,['apartamento'],['T4+'],"[1990, 1995)",portuguesa,35001-50000,1,3,['independente'],mestrado,['muito-satisfeito'],,,,,,,580000.0,2022.0,bom,['emprestimo'],50001-80000,,,,,
358,['herdei'],aveiro,ílhavo,81-100,['apartamento'],['T2'],"[1995, 2000)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['outro'],,,,,,,2023.0,20001-35000,20001-35000,bom
359,['arrendo'],lisboa,cascais,41-60,['moradia'],['T3'],"[1995, 2000)",portuguesa,20001-35000,2,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],30,365.0,2020.0,12001-20000,['sem-ajuda'],"['quero-independecia', 'outro']",,,,,,,,,,
360,['comprei'],lisboa,vila franca de xira,101-200,['apartamento'],['T3'],"[1970, 1975)",portuguesa,12001-20000,1,2,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,165000.0,2008.0,execelente,['emprestimo'],7001-12000,,,,,
361,['arrendo'],porto,porto,21-40,['apartamento'],['T1'],"[1990, 1995)",portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],50,350.0,2022.0,20001-35000,['sem-ajuda'],['falta-espaco'],,,,,,,,,,
362,['outrem'],beja,serpa,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
363,['arrendo'],lisboa,lisboa,41-60,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],50,325.0,2021.0,12001-20000,['sem-ajuda'],"['falta-espaco', 'outro']",,,,,,,,,,
364,['comprei'],lisboa,sintra,101-200,['moradia'],['T3'],"[1985, 1990)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,350000.0,2023.0,bom,"['emprestimo', 'trabalho-estrangeiro']",50001-80000,,,,,
365,['arrendo'],porto,maia,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['desempregada'],mestrado,['satisfeito'],50,330.0,2023.0,20001-35000,['sem-ajuda'],['outro'],,,,,,,,,,
366,['comprei'],porto,vila nova de gaia,41-60,['apartamento'],['T1'],"[1995, 2000)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,142500.0,2022.0,execelente,"['emprestimo', 'apoio-familiar']",20001-35000,,,,,
367,['outrem'],lisboa,cascais,201-400,['apartamento'],['T2'],"[1985, 1990)",portuguesa,20001-35000,0,1,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],,,,,,['financeiramente-dependente'],,,,,,,,,,
368,['arrendo'],porto,porto,61-80,['apartamento'],['T2'],"[1980, 1985)",nao_portuguesa,12001-20000,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],55,385.0,2017.0,7001-12000,['apoio-familiar-inicio'],"['dificuldades-financeiras', 'outro']",,,,,,,,,,
369,['comprei'],vila real,murça,81-100,['moradia'],['T4+'],"[1960, 1965)",portuguesa,20001-35000,2,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,55000.0,1997.0,raiz,['emprestimo'],<7001,,,,,
370,['arrendo'],lisboa,lisboa,101-200,['apartamento'],['T4+'],"[1990, 1995)",portuguesa,35001-50000,3,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],20,420.0,2022.0,20001-35000,['sem-ajuda'],"['partilho-casa-com-desconhecidos', 'quero-independecia']",,,,,,,,,,
371,['arrendo'],lisboa,lisboa,81-100,['apartamento'],['T1'],"[2000, 2005)",portuguesa,12001-20000,0,0,['contrato-temporario'],licenciatura,['satisfeito'],NR,600.0,2021.0,sem-rendimento,['apoio-familiar-actualmente'],['vivo-longe'],,,,,,,,,,
372,['outrem'],bragança,bragança,101-200,['apartamento'],['T3'],"[1975, 1980)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
373,['comprei'],setúbal,almada,81-100,['moradia'],['T3'],"[1980, 1985)",nao_portuguesa,50001-80000,1,1,['empregado-tempo-inteiro'],doutoramento,['satisfeito'],,,,,,['outro'],240000.0,2019.0,execelente,"['emprestimo', 'trabalho-estrangeiro', 'conjunto']",20001-35000,50001-80000,,,,
374,['arrendo'],porto,porto,81-100,['apartamento'],['T3'],"[1975, 1980)",nao_portuguesa,50001-80000,1,1,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],50,800.0,2020.0,35001-50000,['sem-ajuda'],,,,,,,,,,,
375,['outrem'],viseu,mangualde,201-400,['moradia'],['T4+'],"[1990, 1995)",portuguesa,20001-35000,0,1,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
376,['outrem'],lisboa,alenquer,>400,['moradia'],['T4+'],"[2000, 2005)",portuguesa,12001-20000,3,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['vivo-longe'],,,,,,,,,,
377,['comprei'],setúbal,palmela,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['indiferente'],,,,,,"['falta-espaco', 'vivo-longe']",117.0,2017.0,execelente,"['emprestimo', 'apoio-familiar']",sem-rendimento,,,,,
378,['comprei'],aveiro,sever do vouga,81-100,['moradia'],['T2'],"[1990, 1995)",portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,['pago-demasiado'],85000.0,2023.0,mau,['emprestimo'],12001-20000,,,,,
379,['arrendo'],porto,porto,41-60,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],secundario,['indiferente'],50,430.0,2023.0,20001-35000,['sem-ajuda'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
380,['comprei'],setúbal,alcochete,81-100,['apartamento'],['T2'],"[1970, 1975)",portuguesa,35001-50000,0,0,['empregado-tempo-inteiro'],doutoramento,['muito-satisfeito'],,,,,,,120000.0,2000.0,raiz,['emprestimo'],20001-35000,,,,,
381,['outrem'],lisboa,lisboa,101-200,['moradia'],['T3'],"[2000, 2005)",portuguesa,sem-rendimento,2,1,['estudante-tempo-integral'],secundario,['muito-satisfeito'],,,,,,,,,,,,,,,,
382,['outrem'],porto,porto,41-60,['apartamento'],['T2'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
383,['outrem'],porto,porto,201-400,['moradia'],['T4+'],"[1990, 1995)",portuguesa,50001-80000,3,0,['independente'],mestrado,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
384,['outrem'],porto,porto,81-100,['apartamento'],['T2'],"[1995, 2000)",portuguesa,7001-12000,1,0,['contrato-temporario'],mestrado,['satisfeito'],,,,,,['financeiramente-dependente'],,,,,,,,,,
385,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],35,400.0,2020.0,12001-20000,['sem-ajuda'],"['falta-espaco', 'vivo-longe', 'quero-independecia']",,,,,,,,,,
386,['outrem'],lisboa,sintra,61-80,['apartamento'],['T4+'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
387,['outrem'],setúbal,seixal,101-200,['moradia'],['T4+'],"[2000, 2005)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
388,['arrendo'],setúbal,almada,81-100,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],50,400.0,2023.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
389,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T1'],"[1995, 2000)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],40,290.0,2020.0,12001-20000,['sem-ajuda'],['falta-espaco'],,,,,,,,,,
390,['comprei'],lisboa,lisboa,81-100,['apartamento'],['T2'],"[1985, 1990)",portuguesa,50001-80000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['habitacao-mau-estado'],325000.0,2020.0,bom,"['emprestimo', 'trabalho-estrangeiro']",20001-35000,,,,,
391,['arrendo'],lisboa,lisboa,21-40,['apartamento'],['T1'],"[1985, 1990)",portuguesa,20001-35000,0,1,['empregado-tempo-inteiro'],doutoramento,['muito-insatisfeito'],50,1200.0,2022.0,7001-12000,['sem-ajuda'],"['habitacao-mau-estado', 'falta-espaco', 'pago-demasiado']",,,,,,,,,,
392,['comprei'],coimbra,coimbra,81-100,['apartamento'],['T3'],"[1985, 1990)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,260000.0,2020.0,bom,"['emprestimo', 'apoio-familiar', 'conjunto']",20001-35000,20001-35000,,,,
393,['arrendo'],lisboa,lisboa,41-60,['apartamento'],['T2'],"[1990, 1995)",nao_portuguesa,20001-35000,2,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],50,380.0,2022.0,20001-35000,['sem-ajuda'],"['pago-demasiado', 'outro']",,,,,,,,,,
394,['outrem'],porto,maia,101-200,['moradia'],['T3'],"[1995, 2000)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['outro'],,,,,,,,,,
